Price,Adj Close,Close,High,Low,Open,Volume
Ticker,DIS,DIS,DIS,DIS,DIS,DIS
Date,,,,,,
2020-01-02,146.39154052734375,148.1999969482422,148.1999969482422,145.10000610351562,145.2899932861328,9502100
2020-01-03,144.71226501464844,146.5,147.89999389648438,146.0500030517578,146.39999389648438,7320200
2020-01-06,143.8726348876953,145.64999389648438,146.02999877929688,144.30999755859375,145.5399932861328,8262500
2020-01-07,143.92202758789062,145.6999969482422,146.8699951171875,145.4199981689453,145.99000549316406,6906500
2020-01-08,143.6256866455078,145.39999389648438,146.1300048828125,144.82000732421875,145.49000549316406,6984200
2020-01-09,143.06265258789062,144.8300018310547,146.6300048828125,144.61000061035156,146.47000122070312,6664200
2020-01-10,142.85520935058594,144.6199951171875,145.5,144.25999450683594,145.3000030517578,5152500
2020-01-13,142.124267578125,143.8800048828125,144.75,143.36000061035156,144.75,9921300
2020-01-14,143.4281463623047,145.1999969482422,146.72000122070312,142.2899932861328,143.41000366210938,14839100
2020-01-15,142.5588836669922,144.32000732421875,145.7100067138672,143.92999267578125,145.7100067138672,6818200
2020-01-16,143.34910583496094,145.1199951171875,145.42999267578125,144.44000244140625,145.08999633789062,6948400
2020-01-17,142.56875610351562,144.3300018310547,145.63999938964844,144.00999450683594,145.5399932861328,10355300
2020-01-21,141.8081512451172,143.55999755859375,144.58999633789062,143.00999450683594,144.24000549316406,9250200
2020-01-22,142.25265502929688,144.00999450683594,144.7899932861328,143.5399932861328,144.4499969482422,7550000
2020-01-23,140.46475219726562,142.1999969482422,143.61000061035156,140.64999389648438,143.60000610351562,11082000
2020-01-24,138.37063598632812,140.0800018310547,142.25,139.1999969482422,141.39999389648438,13076300
2020-01-27,134.2416229248047,135.89999389648438,137.72999572753906,135.0,135.86000061035156,12831800
2020-01-28,136.6814727783203,138.3699951171875,138.92999267578125,135.86000061035156,136.5,10390000
2020-01-29,134.39967346191406,136.05999755859375,138.67999267578125,135.7899932861328,138.60000610351562,9382700
2020-01-30,136.12832641601562,137.80999755859375,137.85000610351562,134.8300018310547,135.08999633789062,11847300
2020-01-31,136.62222290039062,138.30999755859375,138.6699981689453,137.05999755859375,138.39999389648438,12379100
2020-02-03,139.59548950195312,141.32000732421875,141.82000732421875,139.75,139.7899932861328,12639900
2020-02-04,142.96388244628906,144.72999572753906,145.58999633789062,143.25,145.49000549316406,23519700
2020-02-05,139.64486694335938,141.3699951171875,147.3000030517578,138.57000732421875,146.60000610351562,27824100
2020-02-06,140.95864868164062,142.6999969482422,143.9499969482422,141.22000122070312,141.9199981689453,9504600
2020-02-07,139.29916381835938,141.02000427246094,141.99000549316406,140.1199951171875,141.88999938964844,10948900
2020-02-10,140.8499755859375,142.58999633789062,142.58999633789062,140.4600067138672,141.02999877929688,8162100
2020-02-11,139.28927612304688,141.00999450683594,142.99000549316406,140.4600067138672,142.85000610351562,10790100
2020-02-12,140.11903381347656,141.85000610351562,142.22000122070312,140.8699951171875,141.33999633789062,8168200
2020-02-13,139.18060302734375,140.89999389648438,141.89999389648438,140.82000732421875,141.1699981689453,7543100
2020-02-14,137.8372039794922,139.5399932861328,141.27999877929688,139.1300048828125,141.10000610351562,9110500
2020-02-18,137.44207763671875,139.13999938964844,139.66000366210938,138.10000610351562,139.02000427246094,8214900
2020-02-19,139.5757293701172,141.3000030517578,141.8699951171875,139.22999572753906,139.6300048828125,7080900
2020-02-20,138.65707397460938,140.3699951171875,141.6300048828125,138.85000610351562,141.6300048828125,5981700
2020-02-21,137.27415466308594,138.97000122070312,139.8800048828125,138.5800018310547,139.86000061035156,7725800
2020-02-24,131.3868865966797,133.00999450683594,134.44000244140625,131.2100067138672,132.89999389648438,19336500
2020-02-25,126.62571716308594,128.19000244140625,133.94000244140625,127.9800033569336,133.75,21032500
2020-02-26,121.85466003417969,123.36000061035156,128.3699951171875,122.12999725341797,126.12000274658203,31195900
2020-02-27,116.59957122802734,118.04000091552734,122.9000015258789,117.91999816894531,119.80999755859375,30827500
2020-02-28,116.2143325805664,117.6500015258789,118.30999755859375,113.20999908447266,114.51000213623047,35389900
2020-03-02,118.51590728759766,119.9800033569336,119.9800033569336,116.02999877929688,119.12999725341797,21775900
2020-03-03,115.02896881103516,116.44999694824219,121.77999877929688,115.1500015258789,121.1500015258789,19529700
